ElapsedTime(s),Battery(%),ChargeRate(%/min),,Cc-speed [%/min],Cv-speed [%/min]
280.299,91.409,1.02,,,
280.399,91.4106,0.96,,,
280.499,91.4122,0.96,,,
280.599,91.4139,1.02,,,
280.699,91.4155,0.96,,,
280.799,91.4172,1.02,,,
280.899,91.4188,0.96,,,
280.999,91.4205,1.02,,,
281.099,91.4221,0.96,,,
281.199,91.4237,0.96,,,
281.299,91.4254,1.02,,,
281.399,91.427,0.96,,,
281.499,91.4287,1.02,,,
281.599,91.4303,0.96,,,
281.699,91.4319,0.96,,,
281.799,91.4336,1.02,,,
281.899,91.4352,0.96,,,
281.999,91.4369,1.02,,,
282.099,91.4385,0.96,,,
282.199,91.4401,0.96,,,
282.299,91.4418,1.02,,,
282.399,91.4434,0.96,,,
282.499,91.4451,1.02,,,
282.599,91.4467,0.96,,,
282.699,91.4483,0.96,,,
282.799,91.45,1.02,,,
282.899,91.4516,0.96,,,
282.999,91.4533,1.02,,,
283.099,91.4549,0.96,,,
283.199,91.4565,0.96,,,
283.299,91.4582,1.02,,,
283.399,91.4598,0.96,,,
283.499,91.4615,1.02,,,
283.599,91.4631,0.96,,,
283.699,91.4647,0.96,,,
283.799,91.4664,1.02,,,
283.899,91.468,0.96,,,
283.999,91.4697,1.02,,,
284.099,91.4713,0.96,,,
284.199,91.473,1.02,,,
284.299,91.4746,0.96,,,
284.399,91.4762,0.96,,,
284.499,91.4779,1.02,,,
284.599,91.4795,0.96,,,
284.699,91.4812,1.02,,,
284.799,91.4828,0.96,,,
284.899,91.4844,0.96,,,
284.999,91.4861,1.02,,,
285.099,91.4877,0.96,,,
285.199,91.4894,1.02,,,
285.299,91.491,0.96,,,
285.399,91.4926,0.96,,,
285.499,91.4943,1.02,,,
285.599,91.4959,0.96,,,
285.699,91.4976,1.02,,,
285.799,91.4992,0.96,,,
285.899,91.5009,1.02,,,
285.999,91.5025,0.96,,,
286.099,91.5041,0.96,,,
286.199,91.5058,1.02,,,
286.299,91.5074,0.96,,,
286.399,91.5091,1.02,,,
286.499,91.5107,0.96,,,
286.599,91.5123,0.96,,,
286.699,91.514,1.02,,,
286.799,91.5156,0.96,,,
286.899,91.5173,1.02,,,
286.999,91.5189,0.96,,,
287.099,91.5205,0.96,,,
287.199,91.5222,1.02,,,
287.299,91.5238,0.96,,,
287.399,91.5255,1.02,,,
287.499,91.5271,0.96,,,
287.599,91.5287,0.96,,,
287.699,91.5304,1.02,,,
287.799,91.532,0.96,,,
287.899,91.5337,1.02,,,
287.999,91.5353,0.96,,,
288.099,91.5369,0.96,,,
288.199,91.5386,1.02,,,
288.299,91.5402,0.96,,,
288.399,91.5419,1.02,,,
288.499,91.5435,0.96,,,
288.599,91.5451,0.96,,,
288.699,91.5468,1.02,,,
288.799,91.5484,0.96,,,
288.899,91.5501,1.02,,,
288.999,91.5517,0.96,,,
289.099,91.5534,1.02,,,
289.199,91.555,0.96,,,
289.299,91.5566,0.96,,,
289.399,91.5583,1.02,,,
289.499,91.5599,0.96,,,
289.599,91.5616,1.02,,,
289.699,91.5632,0.96,,,
289.799,91.5648,0.96,,,
289.899,91.5665,1.02,,,
289.999,91.5681,0.96,,,
290.099,91.5698,1.02,,,
290.199,91.5714,0.96,,,
290.299,91.573,0.96,,,
290.399,91.5747,1.02,,,
290.499,91.5763,0.96,,,
290.599,91.578,1.02,,,
290.699,91.5796,0.96,,,
290.799,91.5812,0.96,,,
290.899,91.5829,1.02,,,
290.999,91.5845,0.96,,,
291.099,91.5862,1.02,,,
291.199,91.5878,0.96,,,
291.299,91.5894,0.96,,,
291.399,91.5911,1.02,,,
291.499,91.5927,0.96,,,
291.599,91.5944,1.02,,,
291.699,91.596,0.96,,,
291.799,91.5976,0.96,,,
291.899,91.5993,1.02,,,
291.999,91.6009,0.96,,,
292.099,91.6026,1.02,,,
292.199,91.6042,0.96,,,
292.299,91.6059,1.02,,,
292.399,91.6075,0.96,,,
292.499,91.6091,0.96,,,
292.599,91.6108,1.02,,,
292.699,91.6124,0.96,,,
292.799,91.6141,1.02,,,
292.899,91.6157,0.96,,,
292.999,91.6173,0.96,,,
293.099,91.619,1.02,,,
293.199,91.6206,0.96,,,
293.299,91.6223,1.02,,,
293.399,91.6239,0.96,,,
293.499,91.6255,0.96,,,
293.599,91.6272,1.02,,,
293.699,91.6288,0.96,,,
293.799,91.6305,1.02,,,
293.899,91.6321,0.96,,,
293.999,91.6338,1.02,,,
294.099,91.6354,0.96,,,
294.199,91.637,0.96,,,
294.299,91.6387,1.02,,,
294.399,91.6403,0.96,,,
294.499,91.642,1.02,,,
294.599,91.6436,0.96,,,
294.699,91.6452,0.96,,,
294.799,91.6469,1.02,,,
294.899,91.6485,0.96,,,
294.999,91.6502,1.02,,,
295.099,91.6518,0.96,,,
295.199,91.6534,0.96,,,
295.299,91.6551,1.02,,,
295.399,91.6567,0.96,,,
295.499,91.6584,1.02,,,
295.599,91.66,0.96,,,
295.699,91.6616,0.96,,,
295.799,91.6633,1.02,,,
295.899,91.6649,0.96,,,
295.999,91.6666,1.02,,,
296.099,91.6682,0.96,,,
296.199,91.6698,0.96,,,
296.299,91.6715,1.02,,,
296.399,91.6731,0.96,,,
296.499,91.6748,1.02,,,
296.599,91.6764,0.96,,,
296.699,91.678,0.96,,,
296.799,91.6797,1.02,,,
296.899,91.6813,0.96,,,
296.999,91.683,1.02,,,
297.099,91.6846,0.96,,,
297.199,91.6863,1.02,,,
297.299,91.6879,0.96,,,
297.399,91.6895,0.96,,,
297.499,91.6912,1.02,,,
297.599,91.6928,0.96,,,
297.699,91.6945,1.02,,,
297.799,91.6961,0.96,,,
297.899,91.6977,0.96,,,
297.999,91.6994,1.02,,,
298.099,91.701,0.96,,,
298.199,91.7027,1.02,,,
298.299,91.7043,0.96,,,
298.399,91.7059,0.96,,,
298.499,91.7076,1.02,,,
298.599,91.7092,0.96,,,
298.699,91.7109,1.02,,,
298.799,91.7125,0.96,,,
298.899,91.7142,1.02,,,
298.999,91.7158,0.96,,,
299.099,91.7174,0.96,,,
299.199,91.7191,1.02,,,
299.299,91.7207,0.96,,,
299.399,91.7224,1.02,,,
299.499,91.724,0.96,,,
299.599,91.7256,0.96,,,
299.699,91.7273,1.02,,,
299.799,91.7289,0.96,,,
299.899,91.7306,1.02,,,
299.999,91.7322,0.96,,,
300.099,91.7338,0.96,,,
300.199,91.7355,1.02,,,
300.299,91.7371,0.96,,,
300.399,91.7387,0.96,,,
300.499,91.7403,0.96,,,
300.599,91.742,1.02,,,
300.699,91.7436,0.96,,,
300.799,91.7452,0.96,,,
300.899,91.7469,1.02,,,
300.999,91.7485,0.96,,,
301.099,91.7502,1.02,,,
301.199,91.7518,0.96,,,
301.299,91.7534,0.96,,,
301.399,91.7551,1.02,,,
301.499,91.7567,0.96,,,
301.599,91.7584,1.02,,,
301.699,91.76,0.96,,,
301.799,91.7617,1.02,,,
301.899,91.7633,0.96,,,
301.999,91.7649,0.96,,,
302.099,91.7666,1.02,,,
302.199,91.7682,0.96,,,
302.299,91.7699,1.02,,,
302.399,91.7715,0.96,,,
302.499,91.7731,0.96,,,
302.599,91.7748,1.02,,,
302.699,91.7764,0.96,,,
302.799,91.7781,1.02,,,
302.899,91.7797,0.96,,,
302.999,91.7813,0.96,,,
303.099,91.783,1.02,,,
303.199,91.7846,0.96,,,
303.299,91.7863,1.02,,,
303.399,91.7879,0.96,,,
303.499,91.7895,0.96,,,
303.599,91.7912,1.02,,,
303.699,91.7928,0.96,,,
303.799,91.7945,1.02,,,
303.899,91.7961,0.96,,,
303.999,91.7977,0.96,,,
304.099,91.7994,1.02,,,
304.199,91.801,0.96,,,
304.299,91.8027,1.02,,,
304.399,91.8043,0.96,,,
304.499,91.8059,0.96,,,
304.599,91.8076,1.02,,,
304.699,91.8092,0.96,,,
304.799,91.8109,1.02,,,
304.899,91.8125,0.96,,,
304.999,91.8142,1.02,,,
305.099,91.8158,0.96,,,
305.199,91.8174,0.96,,,
305.299,91.8191,1.02,,,
305.399,91.8207,0.96,,,
305.499,91.8224,1.02,,,
305.599,91.824,0.96,,,
305.699,91.8256,0.96,,,
305.799,91.8273,1.02,,,
305.899,91.8289,0.96,,,
305.999,91.8306,1.02,,,
306.099,91.8322,0.96,,,
306.199,91.8338,0.96,,,
306.299,91.8355,1.02,,,
306.399,91.8371,0.96,,,
306.499,91.8388,1.02,,,
306.599,91.8404,0.96,,,
306.699,91.8421,1.02,,,
306.799,91.8437,0.96,,,
306.899,91.8453,0.96,,,
306.999,91.847,1.02,,,
307.099,91.8486,0.96,,,
307.199,91.8503,1.02,,,
307.299,91.8519,0.96,,,
307.399,91.8535,0.96,,,
307.499,91.8552,1.02,,,
307.599,91.8568,0.96,,,
307.699,91.8585,1.02,,,
307.799,91.8601,0.96,,,
307.899,91.8617,0.96,,,
307.999,91.8634,1.02,,,
308.099,91.865,0.96,,,
308.199,91.8667,1.02,,,
308.299,91.8683,0.96,,,
308.399,91.8699,0.96,,,
308.499,91.8716,1.02,,,
308.599,91.8732,0.96,,,
308.699,91.8749,1.02,,,
308.799,91.8765,0.96,,,
308.899,91.8781,0.96,,,
308.999,91.8798,1.02,,,
309.099,91.8814,0.96,,,
309.199,91.8831,1.02,,,
309.299,91.8847,0.96,,,
309.399,91.8864,1.02,,,
309.499,91.888,0.96,,,
309.599,91.8896,0.96,,,
309.699,91.8913,1.02,,,
309.799,91.8929,0.96,,,
309.899,91.8946,1.02,,,
309.999,91.8962,0.96,,,
310.099,91.8978,0.96,,,
310.199,91.8995,1.02,,,
310.299,91.9011,0.96,,,
310.399,91.9028,1.02,,,
310.499,91.9044,0.96,,,
310.599,91.906,0.96,,,
310.699,91.9077,1.02,,,
310.799,91.9093,0.96,,,
310.899,91.911,1.02,,,
310.999,91.9126,0.96,,,
311.099,91.9142,0.96,,,
311.199,91.9159,1.02,,,
311.299,91.9175,0.96,,,
311.399,91.9192,1.02,,,
311.499,91.9208,0.96,,,
311.599,91.9225,1.02,,,
311.699,91.9241,0.96,,,
311.799,91.9257,0.96,,,
311.899,91.9274,1.02,,,
311.999,91.929,0.96,,,
312.099,91.9307,1.02,,,
312.199,91.9323,0.96,,,
312.299,91.9339,0.96,,,
312.399,91.9356,1.02,,,
312.499,91.9372,0.96,,,
312.599,91.9389,1.02,,,
312.699,91.9405,0.96,,,
312.799,91.9421,0.96,,,
312.899,91.9438,1.02,,,
312.999,91.9454,0.96,,,
313.099,91.9471,1.02,,,
313.199,91.9487,0.96,,,
313.299,91.9503,0.96,,,
313.399,91.952,1.02,,,
313.499,91.9536,0.96,,,
313.599,91.9553,1.02,,,
313.699,91.9569,0.96,,,
313.799,91.9585,0.96,,,
313.899,91.9602,1.02,,,
313.999,91.9618,0.96,,,
314.099,91.9635,1.02,,,
314.199,91.9651,0.96,,,
314.299,91.9668,1.02,,,
314.399,91.9684,0.96,,,
314.499,91.97,0.96,,,
314.599,91.9717,1.02,,,
314.699,91.9733,0.96,,,
314.799,91.975,1.02,,,
314.899,91.9766,0.96,,,
314.999,91.9782,0.96,,,
315.099,91.9799,1.02,,,
315.199,91.9815,0.96,,,
315.299,91.9832,1.02,,,
315.399,91.9848,0.96,,,
315.499,91.9864,0.96,,,
315.599,91.9881,1.02,,,
315.699,91.9897,0.96,,,
315.799,91.9914,1.02,,,
315.899,91.993,0.96,,,
315.999,91.9947,1.02,,,
316.099,91.9963,0.96,,,
316.199,91.9979,0.96,,,
316.299,91.9996,1.02,,,
316.399,92.0012,0.96,,,
316.499,92.0029,1.02,,,
316.599,92.0045,0.96,,,
316.699,92.0061,0.96,,,
316.799,92.0078,1.02,,,
316.899,92.0094,0.96,,,
316.999,92.0111,1.02,,,
317.099,92.0127,0.96,,,
317.199,92.0143,0.96,,,
317.299,92.016,1.02,,,
317.399,92.0176,0.96,,,
317.499,92.0193,1.02,,,
317.599,92.0209,0.96,,,
317.699,92.0225,0.96,,,
317.799,92.0242,1.02,,,
317.899,92.0258,0.96,,,
317.999,92.0275,1.02,,,
318.099,92.0291,0.96,,,
318.199,92.0307,0.96,,,
318.299,92.0324,1.02,,,
318.399,92.034,0.96,,,
318.499,92.0357,1.02,,,
318.599,92.0373,0.96,,,
318.699,92.0389,0.96,,,
318.799,92.0406,1.02,,,
318.899,92.0422,0.96,,,
318.999,92.0439,1.02,,,
319.099,92.0455,0.96,,,
319.199,92.0472,1.02,,,
319.299,92.0488,0.96,,,
319.399,92.0504,0.96,,,
319.499,92.0521,1.02,,,
319.599,92.0537,0.96,,,
319.699,92.0554,1.02,,,
319.799,92.057,0.96,,,
319.899,92.0586,0.96,,,
319.999,92.0603,1.02,,,
320.099,92.0619,0.96,,,
320.199,92.0636,1.02,,,
320.299,92.0652,0.96,,,
320.399,92.0668,0.96,,,
320.499,92.0685,1.02,,,
320.599,92.0701,0.96,,,
320.699,92.0718,1.02,,,
320.799,92.0734,0.96,,,
320.899,92.0751,1.02,,,
320.999,92.0767,0.96,,,
321.099,92.0783,0.96,,,
321.199,92.08,1.02,,,
321.299,92.0816,0.96,,,
321.399,92.0833,1.02,,,
321.499,92.0849,0.96,,,
321.599,92.0865,0.96,,,
321.699,92.0882,1.02,,,
321.799,92.0898,0.96,,,
321.899,92.0915,1.02,,,
321.999,92.0931,0.96,,,
322.099,92.0947,0.96,,,
322.199,92.0964,1.02,,,
322.299,92.098,0.96,,,
322.399,92.0997,1.02,,,
322.499,92.1013,0.96,,,
322.599,92.1029,0.96,,,
322.699,92.1046,1.02,,,
322.799,92.1062,0.96,,,
322.899,92.1079,1.02,,,
322.999,92.1095,0.96,,,
323.099,92.1111,0.96,,,
323.199,92.1128,1.02,,,
323.299,92.1144,0.96,,,
323.399,92.1161,1.02,,,
323.499,92.1177,0.96,,,
323.599,92.1193,0.96,,,
323.699,92.121,1.02,,,
323.799,92.1226,0.96,,,
323.899,92.1243,1.02,,,
323.999,92.1259,0.96,,,
324.099,92.1276,1.02,,,
324.199,92.1292,0.96,,,
324.299,92.1308,0.96,,,
324.399,92.1325,1.02,,,
324.499,92.1341,0.96,,,
324.599,92.1358,1.02,,,
324.699,92.1374,0.96,,,
324.799,92.139,0.96,,,
324.899,92.1407,1.02,,,
324.999,92.1423,0.96,,,
325.099,92.144,1.02,,,
325.199,92.1456,0.96,,,
325.299,92.1472,0.96,,,
325.399,92.1489,1.02,,,
325.499,92.1505,0.96,,,
325.599,92.1522,1.02,,,
325.699,92.1538,0.96,,,
325.799,92.1554,0.96,,,
325.899,92.1571,1.02,,,
325.999,92.1587,0.96,,,
326.099,92.1604,1.02,,,
326.199,92.162,0.96,,,
326.299,92.1636,0.96,,,
326.399,92.1653,1.02,,,
326.499,92.1669,0.96,,,
326.599,92.1686,1.02,,,
326.699,92.1702,0.96,,,
326.799,92.1718,0.96,,,
326.899,92.1735,1.02,,,
326.999,92.1751,0.96,,,
327.099,92.1768,1.02,,,
327.199,92.1783,0.90,,,
327.299,92.18,1.02,,,
327.399,92.1816,0.96,,,
327.499,92.1833,1.02,,,
327.599,92.1849,0.96,,,
327.699,92.1865,0.96,,,
327.799,92.1882,1.02,,,
327.899,92.1898,0.96,,,
327.999,92.1915,1.02,,,
328.099,92.1931,0.96,,,
328.199,92.1947,0.96,,,
328.299,92.1964,1.02,,,
328.399,92.198,0.96,,,
328.499,92.1997,1.02,,,
328.599,92.2013,0.96,,,
328.699,92.203,1.02,,,
328.799,92.2046,0.96,,,
328.899,92.2062,0.96,,,
328.999,92.2079,1.02,,,
329.099,92.2095,0.96,,,
329.199,92.2112,1.02,,,
329.299,92.2128,0.96,,,
329.399,92.2144,0.96,,,
329.499,92.2161,1.02,,,
329.599,92.2177,0.96,,,
329.699,92.2194,1.02,,,
329.799,92.221,0.96,,,
329.899,92.2226,0.96,,,
329.999,92.2243,1.02,,,
330.099,92.2259,0.96,,,
330.199,92.2276,1.02,,,
330.299,92.2292,0.96,,,
330.399,92.2308,0.96,,,
330.499,92.2325,1.02,,,
330.599,92.2341,0.96,,,
330.699,92.2358,1.02,,,
330.799,92.2374,0.96,,,
330.899,92.239,0.96,,,
330.999,92.2407,1.02,,,
331.099,92.2423,0.96,,,
331.199,92.244,1.02,,,
331.299,92.2456,0.96,,,
331.399,92.2472,0.96,,,
331.499,92.2489,1.02,,,
331.599,92.2505,0.96,,,
331.699,92.2522,1.02,,,
331.799,92.2538,0.96,,,
331.899,92.2555,1.02,,,
331.999,92.2571,0.96,,,
332.099,92.2587,0.96,,,
332.199,92.2604,1.02,,,
332.299,92.262,0.96,,,
332.399,92.2637,1.02,,,
332.499,92.2653,0.96,,,
332.599,92.2669,0.96,,,
332.699,92.2686,1.02,,,
332.799,92.2702,0.96,,,
332.899,92.2719,1.02,,,
332.999,92.2735,0.96,,,
333.099,92.2751,0.96,,,
333.199,92.2768,1.02,,,
333.299,92.2784,0.96,,,
333.399,92.2801,1.02,,,
333.499,92.2817,0.96,,,
333.599,92.2834,1.02,,,
333.699,92.285,0.96,,,
333.799,92.2866,0.96,,,
333.899,92.2883,1.02,,,
333.999,92.2899,0.96,,,
334.099,92.2916,1.02,,,
334.199,92.2932,0.96,,,
334.299,92.2948,0.96,,,
334.399,92.2965,1.02,,,
334.499,92.2981,0.96,,,
334.599,92.2998,1.02,,,
334.699,92.3014,0.96,,,
334.799,92.303,0.96,,,
334.899,92.3047,1.02,,,
334.999,92.3063,0.96,,,
335.099,92.308,1.02,,,
335.199,92.3096,0.96,,,
335.299,92.3112,0.96,,,
335.399,92.3129,1.02,,,
335.499,92.3145,0.96,,,
335.599,92.3162,1.02,,,
335.699,92.3178,0.96,,,
335.799,92.3194,0.96,,,
335.899,92.3211,1.02,,,
335.999,92.3227,0.96,,,
336.099,92.3244,1.02,,,
336.199,92.326,0.96,,,
336.299,92.3276,0.96,,,
336.399,92.3293,1.02,,,
336.499,92.3309,0.96,,,
336.599,92.3326,1.02,,,
336.699,92.3342,0.96,,,
336.799,92.3359,1.02,,,
336.899,92.3375,0.96,,,
336.999,92.3391,0.96,,,
337.099,92.3408,1.02,,,
337.199,92.3424,0.96,,,
337.299,92.3441,1.02,,,
337.399,92.3457,0.96,,,
337.499,92.3473,0.96,,,
337.599,92.349,1.02,,,
337.699,92.3506,0.96,,,
337.799,92.3523,1.02,,,
337.899,92.3539,0.96,,,
337.999,92.3555,0.96,,,
338.099,92.3572,1.02,,,
338.199,92.3588,0.96,,,
338.299,92.3605,1.02,,,
338.399,92.3621,0.96,,,
338.499,92.3637,0.96,,,
338.599,92.3654,1.02,,,
338.699,92.367,0.96,,,
338.799,92.3687,1.02,,,
338.899,92.3703,0.96,,,
338.999,92.3719,0.96,,,
339.099,92.3736,1.02,,,
339.199,92.3752,0.96,,,
339.299,92.3769,1.02,,,
339.399,92.3785,0.96,,,
339.499,92.3801,0.96,,,
339.599,92.3818,1.02,,,
339.699,92.3834,0.96,,,
339.799,92.3851,1.02,,,
339.899,92.3867,0.96,,,
339.999,92.3884,1.02,,,
340.099,92.39,0.96,,,
340.199,92.3916,0.96,,,
340.299,92.3933,1.02,,,
340.399,92.3949,0.96,,,
340.499,92.3966,1.02,,,
340.599,92.3982,0.96,,,
340.699,92.3998,0.96,,,
340.799,92.4015,1.02,,,
340.899,92.4031,0.96,,,
340.999,92.4048,1.02,,,
341.099,92.4064,0.96,,,
341.199,92.408,0.96,,,
341.299,92.4097,1.02,,,
341.399,92.4113,0.96,,,
341.499,92.413,1.02,,,
341.599,92.4146,0.96,,,
341.699,92.4163,1.02,,,
341.799,92.4179,0.96,,,
341.899,92.4195,0.96,,,
341.999,92.4212,1.02,,,
342.099,92.4228,0.96,,,
342.199,92.4245,1.02,,,
342.299,92.4261,0.96,,,
342.399,92.4277,0.96,,,
342.499,92.4294,1.02,,,
342.599,92.431,0.96,,,
342.699,92.4327,1.02,,,
342.799,92.4343,0.96,,,
342.899,92.4359,0.96,,,
342.999,92.4376,1.02,,,
343.099,92.4392,0.96,,,
343.199,92.4409,1.02,,,
343.299,92.4425,0.96,,,
343.399,92.4441,0.96,,,
343.499,92.4458,1.02,,,
343.599,92.4474,0.96,,,
343.699,92.4491,1.02,,,
343.799,92.4507,0.96,,,
343.899,92.4523,0.96,,,
343.999,92.454,1.02,,,
344.099,92.4556,0.96,,,
344.199,92.4573,1.02,,,
344.299,92.4589,0.96,,,
344.399,92.4605,0.96,,,
344.499,92.4622,1.02,,,
344.599,92.4638,0.96,,,
344.699,92.4655,1.02,,,
344.799,92.4671,0.96,,,
344.899,92.4688,1.02,,,
344.999,92.4704,0.96,,,
345.099,92.472,0.96,,,
345.199,92.4737,1.02,,,
345.299,92.4753,0.96,,,
345.399,92.477,1.02,,,
345.499,92.4786,0.96,,,
345.599,92.4802,0.96,,,
345.699,92.4819,1.02,,,
345.799,92.4835,0.96,,,
345.899,92.4852,1.02,,,
345.999,92.4868,0.96,,,
346.099,92.4884,0.96,,,
346.199,92.4901,1.02,,,
346.299,92.4917,0.96,,,
346.399,92.4934,1.02,,,
346.499,92.495,0.96,,,
346.599,92.4967,1.02,,,
346.699,92.4983,0.96,,,
346.799,92.4999,0.96,,,
346.899,92.5016,1.02,,,
346.999,92.5032,0.96,,,
347.099,92.5049,1.02,,,
347.199,92.5065,0.96,,,
347.299,92.5081,0.96,,,
347.399,92.5098,1.02,,,
347.499,92.5114,0.96,,,
347.599,92.5131,1.02,,,
347.699,92.5147,0.96,,,
347.799,92.5163,0.96,,,
347.899,92.518,1.02,,,
347.999,92.5196,0.96,,,
348.099,92.5213,1.02,,,
348.199,92.5229,0.96,,,
348.299,92.5245,0.96,,,
348.399,92.5262,1.02,,,
348.499,92.5278,0.96,,,
348.599,92.5295,1.02,,,
348.699,92.5311,0.96,,,
348.799,92.5327,0.96,,,
348.899,92.5344,1.02,,,
348.999,92.536,0.96,,,
349.099,92.5377,1.02,,,
349.199,92.5393,0.96,,,
349.299,92.541,1.02,,,
349.399,92.5426,0.96,,,
349.499,92.5442,0.96,,,
349.599,92.5459,1.02,,,
349.699,92.5475,0.96,,,
349.799,92.5492,1.02,,,
349.899,92.5508,0.96,,,
349.999,92.5524,0.96,,,
350.099,92.5541,1.02,,,
350.199,92.5557,0.96,,,
350.299,92.5574,1.02,,,
350.399,92.559,0.96,,,
350.499,92.5606,0.96,,,
350.599,92.5623,1.02,,,
350.699,92.5639,0.96,,,
350.799,92.5656,1.02,,,
350.899,92.5672,0.96,,,
350.999,92.5688,0.96,,,
351.099,92.5705,1.02,,,
351.199,92.5721,0.96,,,
351.299,92.5738,1.02,,,
351.399,92.5754,0.96,,,
351.499,92.5771,1.02,,,
351.599,92.5787,0.96,,,
351.699,92.5803,0.96,,,
351.799,92.582,1.02,,,
351.899,92.5836,0.96,,,
351.999,92.5853,1.02,,,
352.099,92.5869,0.96,,,
352.199,92.5885,0.96,,,
352.299,92.5902,1.02,,,
352.399,92.5918,0.96,,,
352.499,92.5935,1.02,,,
352.599,92.5951,0.96,,,
352.699,92.5967,0.96,,,
352.799,92.5984,1.02,,,
352.899,92.6,0.96,,,
352.999,92.6017,1.02,,,
353.099,92.6033,0.96,,,
353.199,92.6049,0.96,,,
353.299,92.6066,1.02,,,
353.399,92.6082,0.96,,,
353.499,92.6099,1.02,,,
353.599,92.6115,0.96,,,
353.699,92.6131,0.96,,,
353.799,92.6147,0.96,,,
353.899,92.6163,0.96,,,
353.999,92.618,1.02,,,
354.099,92.6196,0.96,,,
354.199,92.6213,1.02,,,
354.299,92.6229,0.96,,,
354.399,92.6246,1.02,,,
354.499,92.6262,0.96,,,
354.599,92.6278,0.96,,,
354.699,92.6295,1.02,,,
354.799,92.6311,0.96,,,
354.899,92.6328,1.02,,,
354.999,92.6344,0.96,,,
355.099,92.636,0.96,,,
355.199,92.6377,1.02,,,
355.299,92.6393,0.96,,,
355.399,92.641,1.02,,,
355.499,92.6426,0.96,,,
355.599,92.6442,0.96,,,
355.699,92.6459,1.02,,,
355.799,92.6475,0.96,,,
355.899,92.6492,1.02,,,
355.999,92.6508,0.96,,,
356.099,92.6524,0.96,,,
356.199,92.6541,1.02,,,
356.299,92.6557,0.96,,,
356.399,92.6574,1.02,,,
356.499,92.659,0.96,,,
356.599,92.6606,0.96,,,
356.699,92.6623,1.02,,,
356.799,92.6639,0.96,,,
356.899,92.6656,1.02,,,
356.999,92.6672,0.96,,,
357.099,92.6688,0.96,,,
357.199,92.6705,1.02,,,
357.299,92.6721,0.96,,,
357.399,92.6738,1.02,,,
357.499,92.6754,0.96,,,
357.599,92.6771,1.02,,,
357.699,92.6787,0.96,,,
357.799,92.6803,0.96,,,
357.899,92.682,1.02,,,
357.999,92.6836,0.96,,,
358.099,92.6853,1.02,,,
358.199,92.6869,0.96,,,
358.299,92.6885,0.96,,,
358.399,92.6902,1.02,,,
358.499,92.6918,0.96,,,
358.599,92.6935,1.02,,,
358.699,92.6951,0.96,,,
358.799,92.6967,0.96,,,
358.899,92.6984,1.02,,,
358.999,92.7,0.96,,,
359.099,92.7017,1.02,,,
359.199,92.7033,0.96,,,
359.299,92.705,1.02,,,
359.399,92.7066,0.96,,,
359.499,92.7082,0.96,,,
359.599,92.7099,1.02,,,
359.699,92.7115,0.96,,,
359.799,92.7132,1.02,,,
359.899,92.7148,0.96,,,
359.999,92.7164,0.96,,,
360.099,92.7181,1.02,,,
360.199,92.7197,0.96,,,
360.299,92.7214,1.02,,,
360.399,92.723,0.96,,,
360.499,92.7246,0.96,,,
360.599,92.7263,1.02,,,
360.699,92.7279,0.96,,,
360.799,92.7296,1.02,,,
360.899,92.7312,0.96,,,
360.999,92.7328,0.96,,,
361.099,92.7345,1.02,,,
361.199,92.7361,0.96,,,
361.299,92.7378,1.02,,,
361.399,92.7394,0.96,,,
361.499,92.741,0.96,,,
361.599,92.7427,1.02,,,
361.699,92.7443,0.96,,,
361.799,92.746,1.02,,,
361.899,92.7476,0.96,,,
361.999,92.7493,1.02,,,
362.099,92.7509,0.96,,,
362.199,92.7525,0.96,,,
362.299,92.7542,1.02,,,
362.399,92.7558,0.96,,,
362.499,92.7575,1.02,,,
362.599,92.7591,0.96,,,
362.699,92.7607,0.96,,,
362.799,92.7624,1.02,,,
362.899,92.764,0.96,,,
362.999,92.7657,1.02,,,
363.099,92.7673,0.96,,,
363.199,92.7689,0.96,,,
363.299,92.7706,1.02,,,
363.399,92.7722,0.96,,,
363.499,92.7739,1.02,,,
363.599,92.7755,0.96,,,
363.699,92.7771,0.96,,,
363.799,92.7788,1.02,,,
363.899,92.7804,0.96,,,
363.999,92.7821,1.02,,,
364.099,92.7837,0.96,,,
364.199,92.7854,1.02,,,
364.299,92.787,0.96,,,
364.399,92.7886,0.96,,,
364.499,92.7903,1.02,,,
364.599,92.7919,0.96,,,
364.699,92.7936,1.02,,,
364.799,92.7952,0.96,,,
364.899,92.7968,0.96,,,
364.999,92.7985,1.02,,,
365.099,92.8001,0.96,,,
365.199,92.8018,1.02,,,
365.299,92.8034,0.96,,,
365.399,92.805,0.96,,,
365.499,92.8067,1.02,,,
365.599,92.8083,0.96,,,
365.699,92.81,1.02,,,
365.799,92.8116,0.96,,,
365.899,92.8132,0.96,,,
365.999,92.8149,1.02,,,
366.099,92.8165,0.96,,,
366.199,92.8182,1.02,,,
366.299,92.8198,0.96,,,
366.399,92.8214,0.96,,,
366.499,92.8231,1.02,,,
366.599,92.8247,0.96,,,
366.699,92.8264,1.02,,,
366.799,92.828,0.96,,,
366.899,92.8297,1.02,,,
366.999,92.8313,0.96,,,
367.099,92.8329,0.96,,,
367.199,92.8346,1.02,,,
367.299,92.8362,0.96,,,
367.399,92.8379,1.02,,,
367.499,92.8395,0.96,,,
367.599,92.8411,0.96,,,
367.699,92.8428,1.02,,,
367.799,92.8444,0.96,,,
367.899,92.8461,1.02,,,
